id	annotator	position	question	table_file	answer_coordinates	answer_text
ns-1107	1	0	what are the shows?	table_csv/204_839.csv	['(0, 1)', '(0, 2)', '(1, 1)', '(1, 2)', '(2, 1)', '(2, 2)', '(3, 1)', '(3, 2)', '(4, 1)', '(4, 2)', '(5, 1)', '(5, 2)', '(6, 1)', '(6, 2)', '(7, 1)', '(7, 2)', '(8, 1)', '(8, 2)']	['Monday-Friday', 'The Morning Click', 'Monday-Friday', '', 'Monday-Friday', 'FBN Live', 'Monday-Friday', 'On the Hunt', 'Monday', 'Entertainment Hour', 'Tuesday', '', 'Wednesday', 'Defcon 3', 'Thursday', 'Fox Car Report', 'Friday', 'Spirited Debate']
ns-1107	1	1	what shows are only on thursday?	table_csv/204_839.csv	['(7, 1)', '(7, 2)']	['Thursday', 'Fox Car Report']
ns-1107	1	2	what show is it?	table_csv/204_839.csv	['(7, 2)']	['Fox Car Report']
ns-1107	2	0	what are all of the program names?	table_csv/204_839.csv	['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)']	['The Morning Click', '', 'FBN Live', 'On the Hunt', 'Entertainment Hour', '', 'Defcon 3', 'Fox Car Report', 'Spirited Debate']
ns-1107	2	1	on which days do they air?	table_csv/204_839.csv	['(0, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(6, 1)', '(7, 1)', '(8, 1)']	['Monday-Friday', 'Monday-Friday', 'Monday-Friday', 'Monday', 'Wednesday', 'Thursday', 'Friday']
ns-1107	2	2	and of those programs, which only airs on thursday?	table_csv/204_839.csv	['(7, 2)']	['Fox Car Report']
ns-2611	0	0	what were all of the placements at miss world by the miss northern ireland winners?	table_csv/203_727.csv	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)']	['Top 30', 'Non-Finalist', 'Top 25', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Top 17', 'Top 15', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist']
ns-2611	0	1	what was the highest placement at miss world?	table_csv/203_727.csv	['(7, 3)']	['Top 15']
ns-2611	0	2	who placed in this spot?	table_csv/203_727.csv	['(7, 1)']	['Lucy Evangelista']
ns-2611	1	0	who were all of the winners?	table_csv/203_727.csv	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)']	['Tiffany Brien', 'Finola Guinnane', 'Lori Moore', 'Cherie Gardiner', 'Judith Wilson', 'Melissa Patton', 'Catherine Jean Milligan', 'Lucy Evangelista', 'Kirsty Anne Gabriel Stewart', 'Diana Sayers', 'Gayle Williamson', 'Angela McCarthy', 'Julie Lee-Ann Martin']
ns-2611	1	1	where were they placed?	table_csv/203_727.csv	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)']	['Top 30', 'Non-Finalist', 'Top 25', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Top 17', 'Top 15', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist']
ns-2611	1	2	what about just lucy evangelista and tiffany brien?	table_csv/203_727.csv	['(0, 3)', '(7, 3)']	['Top 30', 'Top 15']
ns-2611	1	3	which placed higher?	table_csv/203_727.csv	['(7, 1)']	['Lucy Evangelista']
ns-2611	2	0	which column contains the names of miss northern ireland?	table_csv/203_727.csv	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)']	['Tiffany Brien', 'Finola Guinnane', 'Lori Moore', 'Cherie Gardiner', 'Judith Wilson', 'Melissa Patton', 'Catherine Jean Milligan', 'Lucy Evangelista', 'Kirsty Anne Gabriel Stewart', 'Diana Sayers', 'Gayle Williamson', 'Angela McCarthy', 'Julie Lee-Ann Martin']
ns-2611	2	1	which column contains the placement at miss world?	table_csv/203_727.csv	['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)']	['Top 30', 'Non-Finalist', 'Top 25', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Top 17', 'Top 15', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist']
ns-2611	2	2	what was tiffany brien's placement at miss world?	table_csv/203_727.csv	['(0, 3)']	['Top 30']
ns-2611	2	3	what was lucy evangelista's placement??	table_csv/203_727.csv	['(7, 3)']	['Top 15']
ns-2611	2	4	which of these two placements is closer to first place?	table_csv/203_727.csv	['(7, 3)']	['Top 15']
ns-2611	2	5	whose placement is this?	table_csv/203_727.csv	['(7, 1)']	['Lucy Evangelista']
nt-11487	0	0	how many points does castres olympique have?	table_csv/203_322.csv	['(6, 8)']	['66']
nt-11487	0	1	and how many points does su agen have?	table_csv/203_322.csv	['(4, 8)']	['70']
nt-11487	0	2	which team of the two had the higher points?	table_csv/203_322.csv	['(4, 0)']	['SU Agen']
nt-11487	1	0	what are the names of all the clubs?	table_csv/203_322.csv	['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']	['Biarritz Olympique', 'Stade Francais', 'Stade Toulousain', 'USA Perpignan', 'SU Agen', 'CS Bourgoin-Jallieu', 'Castres Olympique', 'ASM Clermont', 'CA Brive', 'RC Narbonne', 'Montpellier RC', 'Aviron Bayonnais', 'Section Paloise', 'RC Toulonnais']
nt-11487	1	1	and how many points did they win?	table_csv/203_322.csv	['(0, 8)', '(1, 8)', '(2, 8)', '(3, 8)', '(4, 8)', '(5, 8)', '(6, 8)', '(7, 8)', '(8, 8)', '(9, 8)', '(10, 8)', '(11, 8)', '(12, 8)', '(13, 8)']	['90', '89', '88', '84', '70', '67', '66', '63', '51', '47', '46', '43', '40', '19']
nt-11487	1	2	and between su agen and castres olympique, which club scored more points?	table_csv/203_322.csv	['(4, 0)']	['SU Agen']
nt-11487	2	0	how many points did su agen have?	table_csv/203_322.csv	['(4, 8)']	['70']
nt-11487	2	1	how many points did castres olympique have?	table_csv/203_322.csv	['(6, 8)']	['66']
nt-11487	2	2	who scored more points between those two?	table_csv/203_322.csv	['(4, 0)']	['SU Agen']
nt-2156	0	0	what are the home cities of the israeli basketball super league	table_csv/204_195.csv	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']	['Netanya', 'Herzliya', 'Gilboa Regional Council', 'Holon', 'Jerusalem', 'Ashkelon', 'Ashdod', 'Eilat', 'Haifa', 'Rishon LeZion', 'Tel Aviv', 'Tel Aviv']
nt-2156	0	1	how many people can attend a game in the home city of holon?	table_csv/204_195.csv	['(3, 3)']	['2,850']
nt-2156	1	0	what team plays at the holon city arena?	table_csv/204_195.csv	['(3, 0)']	['Hapoel Holon']
nt-2156	1	1	what is the maximum capacity of people that the stadium takes?	table_csv/204_195.csv	['(3, 3)']	['2,850']
nt-2156	2	0	is there a stadium named holon city arena?	table_csv/204_195.csv	['(3, 2)']	['Holon City Arena']
nt-2156	2	1	what is the capacity of the holon city arena?	table_csv/204_195.csv	['(3, 3)']	['2,850']
nt-10023	0	0	what where the song titles for the toadies?	table_csv/203_751.csv	['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)']	['Dig a Hole', 'Mister Love', 'Mister Love', 'Possum Kingdom', 'Away', 'Tyler', 'Backslider', 'Push the Hand', 'No Deliverance', 'Song I Hate', 'Summer of the Strange']
nt-10023	0	1	what album has the title mister love	table_csv/203_751.csv	['(1, 5)', '(2, 5)']	['Velvet', 'Rubberneck']
nt-10023	0	2	which album was released in 1993?	table_csv/203_751.csv	['(1, 5)']	['Velvet']
nt-10023	1	0	what are all the albums?	table_csv/203_751.csv	['(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)']	['Velvet', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Hell Below/Stars Above', 'No Deliverance', 'No Deliverance', 'Play.Rock.Music']
nt-10023	1	1	which albums contained the song mister love?	table_csv/203_751.csv	['(1, 5)', '(2, 5)']	['Velvet', 'Rubberneck']
nt-10023	1	2	of these, which album was released first?	table_csv/203_751.csv	['(1, 5)']	['Velvet']
