id	annotator	position	question	table_file	complete_match	answer_column	eq_cond	answer_coordinates	answer_text
nt-11137	2	0	what are the names of the competing nations?	table_csv/204_34.csv	True	Nation		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)']	['Algeria', 'Tunisia', 'Egypt', 'Cameroon', 'Morocco', 'South Africa', 'Angola', 'Burkina Faso', 'Gabon', 'Madagascar', 'Nigeria', 'Senegal', 'Congo Republic', 'Ivory Coast', 'Guinea', 'Niger']
ns-1292	0	0	who are all the athletes?	table_csv/204_521.csv	True	Name		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']	['Tommy Green', 'Janis Dalins', 'Ugo Frigerio', 'Karl Hahnel', 'Ettore Rivolta', 'Paul Sievert', 'Henri Quintric', 'Ernie Crosbie', 'Bill Chisholm', 'Alfred Maasik', 'Henry Cieman', 'John Moralis', 'Francesco Pretti', 'Arthur Tell Schwab', 'Harry Hinkel']
ns-1292	1	0	who competed in the men's 50 kilometer walk at the 1932 summer olympics?	table_csv/204_521.csv	True	Name		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']	['Tommy Green', 'Janis Dalins', 'Ugo Frigerio', 'Karl Hahnel', 'Ettore Rivolta', 'Paul Sievert', 'Henri Quintric', 'Ernie Crosbie', 'Bill Chisholm', 'Alfred Maasik', 'Henry Cieman', 'John Moralis', 'Francesco Pretti', 'Arthur Tell Schwab', 'Harry Hinkel']
nt-6436	1	0	what locations are in brasov metropolitan area?	table_csv/203_465.csv	True	Name		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']	['Brasov', 'Codlea', 'Sacele', 'Ghimbav', 'Predeal', 'Rasnov', 'Cristian', 'Sanpetru', 'Halchiu', 'Tarlungeni', 'Prejmer', 'Harman', 'Bod', 'Total']
nt-6436	2	0	what are the names of all the localities in the brasov metropolitan area?	table_csv/203_465.csv	True	Name		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']	['Brasov', 'Codlea', 'Sacele', 'Ghimbav', 'Predeal', 'Rasnov', 'Cristian', 'Sanpetru', 'Halchiu', 'Tarlungeni', 'Prejmer', 'Harman', 'Bod', 'Total']
nt-2798	0	0	what are all the schools?	table_csv/204_442.csv	True	Institution		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)']	['Clemson University', 'Maryland', 'Navy', 'North Carolina', 'North Carolina State', 'University of Virginia', 'Virginia Tech', 'Wake Forest']
ns-1107	2	0	what are all of the program names?	table_csv/204_839.csv	True	Program		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)']	['The Morning Click', '', 'FBN Live', 'On the Hunt', 'Entertainment Hour', '', 'Defcon 3', 'Fox Car Report', 'Spirited Debate']
ns-2611	0	0	what were all of the placements at miss world by the miss northern ireland winners?	table_csv/203_727.csv	True	Placement at Miss World		['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)']	['Top 30', 'Non-Finalist', 'Top 25', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Top 17', 'Top 15', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist', 'Non-Finalist']
ns-2611	1	0	who were all of the winners?	table_csv/203_727.csv	True	Miss Northern Ireland		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)']	['Tiffany Brien', 'Finola Guinnane', 'Lori Moore', 'Cherie Gardiner', 'Judith Wilson', 'Melissa Patton', 'Catherine Jean Milligan', 'Lucy Evangelista', 'Kirsty Anne Gabriel Stewart', 'Diana Sayers', 'Gayle Williamson', 'Angela McCarthy', 'Julie Lee-Ann Martin']
ns-2611	2	0	which column contains the names of miss northern ireland?	table_csv/203_727.csv	True	Miss Northern Ireland		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)']	['Tiffany Brien', 'Finola Guinnane', 'Lori Moore', 'Cherie Gardiner', 'Judith Wilson', 'Melissa Patton', 'Catherine Jean Milligan', 'Lucy Evangelista', 'Kirsty Anne Gabriel Stewart', 'Diana Sayers', 'Gayle Williamson', 'Angela McCarthy', 'Julie Lee-Ann Martin']
nt-11487	1	0	what are the names of all the clubs?	table_csv/203_322.csv	True	Club		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)', '(10, 0)', '(11, 0)', '(12, 0)', '(13, 0)']	['Biarritz Olympique', 'Stade Francais', 'Stade Toulousain', 'USA Perpignan', 'SU Agen', 'CS Bourgoin-Jallieu', 'Castres Olympique', 'ASM Clermont', 'CA Brive', 'RC Narbonne', 'Montpellier RC', 'Aviron Bayonnais', 'Section Paloise', 'RC Toulonnais']
nt-2156	0	0	what are the home cities of the israeli basketball super league	table_csv/204_195.csv	True	Home city		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)']	['Netanya', 'Herzliya', 'Gilboa Regional Council', 'Holon', 'Jerusalem', 'Ashkelon', 'Ashdod', 'Eilat', 'Haifa', 'Rishon LeZion', 'Tel Aviv', 'Tel Aviv']
nt-10023	0	0	what where the song titles for the toadies?	table_csv/203_751.csv	True	Title		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)']	['Dig a Hole', 'Mister Love', 'Mister Love', 'Possum Kingdom', 'Away', 'Tyler', 'Backslider', 'Push the Hand', 'No Deliverance', 'Song I Hate', 'Summer of the Strange']
nt-10023	2	0	what are all of the album titles?	table_csv/203_751.csv	True	Album		['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)', '(10, 5)']	['Non-album single', 'Velvet', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Rubberneck', 'Hell Below/Stars Above', 'No Deliverance', 'No Deliverance', 'Play.Rock.Music']
nt-14058	0	0	who are the competitors?	table_csv/204_521.csv	True	Name		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']	['Tommy Green', 'Janis Dalins', 'Ugo Frigerio', 'Karl Hahnel', 'Ettore Rivolta', 'Paul Sievert', 'Henri Quintric', 'Ernie Crosbie', 'Bill Chisholm', 'Alfred Maasik', 'Henry Cieman', 'John Moralis', 'Francesco Pretti', 'Arthur Tell Schwab', 'Harry Hinkel']
nt-14058	1	0	who are all of the names?	table_csv/204_521.csv	True	Name		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)']	['Tommy Green', 'Janis Dalins', 'Ugo Frigerio', 'Karl Hahnel', 'Ettore Rivolta', 'Paul Sievert', 'Henri Quintric', 'Ernie Crosbie', 'Bill Chisholm', 'Alfred Maasik', 'Henry Cieman', 'John Moralis', 'Francesco Pretti', 'Arthur Tell Schwab', 'Harry Hinkel']
ns-2160	1	0	who are the drivers for the 2005 malaysian grand prix?	table_csv/204_740.csv	True	Driver		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)', '(17, 2)', '(18, 2)', '(19, 2)']	['Fernando Alonso', 'Jarno Trulli', 'Nick Heidfeld', 'Juan Pablo Montoya', 'Ralf Schumacher', 'David Coulthard', 'Michael Schumacher', 'Christian Klien', 'Kimi Raikkonen', 'Felipe Massa', 'Narain Karthikeyan', 'Tiago Monteiro', 'Christijan Albers', 'Rubens Barrichello', 'Giancarlo Fisichella', 'Mark Webber', 'Jacques Villeneuve', 'Jenson Button', 'Anthony Davidson', 'Patrick Friesacher']
ns-2160	2	0	who are all the drivers?	table_csv/204_740.csv	True	Driver		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)', '(8, 2)', '(9, 2)', '(10, 2)', '(11, 2)', '(12, 2)', '(13, 2)', '(14, 2)', '(15, 2)', '(16, 2)', '(17, 2)', '(18, 2)', '(19, 2)']	['Fernando Alonso', 'Jarno Trulli', 'Nick Heidfeld', 'Juan Pablo Montoya', 'Ralf Schumacher', 'David Coulthard', 'Michael Schumacher', 'Christian Klien', 'Kimi Raikkonen', 'Felipe Massa', 'Narain Karthikeyan', 'Tiago Monteiro', 'Christijan Albers', 'Rubens Barrichello', 'Giancarlo Fisichella', 'Mark Webber', 'Jacques Villeneuve', 'Jenson Button', 'Anthony Davidson', 'Patrick Friesacher']
ns-1589	0	0	what are the amounts of prize money for each of the cha$e episodes?	table_csv/203_446.csv	True	Prize Money (USD)		['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)']	['$26,000', '$0', '$0', '$0', '$0', '$0', '$0', '$0', '$2,000', '$0']
ns-1589	1	0	what were the different amounts of prize money awarded for the cha$e episodes?	table_csv/203_446.csv	True	Prize Money (USD)		['(0, 5)', '(1, 5)', '(2, 5)', '(3, 5)', '(4, 5)', '(5, 5)', '(6, 5)', '(7, 5)', '(8, 5)', '(9, 5)']	['$26,000', '$0', '$0', '$0', '$0', '$0', '$0', '$0', '$2,000', '$0']
nt-10359	0	0	what are the wagers?	table_csv/204_212.csv	True	Wager		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']	['Hair', 'Hair', 'Hair', 'Title', 'Hair', 'Hair', 'Hair']
nt-10359	1	0	what are the listed wagers?	table_csv/204_212.csv	True	Wager		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']	['Hair', 'Hair', 'Hair', 'Title', 'Hair', 'Hair', 'Hair']
nt-10359	2	0	what are all the wagers?	table_csv/204_212.csv	True	Wager		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']	['Hair', 'Hair', 'Hair', 'Title', 'Hair', 'Hair', 'Hair']
nt-254	1	0	which venues was the we will rock you musical played at?	table_csv/203_855.csv	True	Venue		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']	['RTE Studios', '', 'The O2', 'Dominion Theatre', 'Beatrix Theatre', 'Dominion Theatre', 'Cirkus Arena Restaurang', 'Theater des Westens']
nt-6872	1	0	what information is in the name column?	table_csv/203_671.csv	True	Name		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)']	['Anabelle Rodriguez', 'Edgardo Rivera Garcia', 'Erick Kolthoff Caraballo', 'Federico Hernandez Denton', 'Liana Fiol Matta', 'Luis Estrella Martinez', 'Mildred Pabon Charneco', 'Rafael Martinez Torres', 'Roberto Feliberti Cintron']
nt-11736	1	0	what are all the countries?	table_csv/204_809.csv	True	Country		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)', '(17, 1)', '(18, 1)', '(19, 1)', '(20, 1)']	['Malta', 'Israel', 'Russia', 'Estonia', 'Belgium', 'Macedonia', 'Poland', 'Finland', 'Germany', 'Denmark', 'Greece', 'Serbia', 'Croatia', 'Lithuania', 'Ireland', 'United Kingdom', 'Portugal', 'Sweden', 'Norway', 'Slovenia', 'Spain']
nt-11736	2	0	what are all the countries?	table_csv/204_809.csv	True	Country		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)', '(16, 1)', '(17, 1)', '(18, 1)', '(19, 1)', '(20, 1)']	['Malta', 'Israel', 'Russia', 'Estonia', 'Belgium', 'Macedonia', 'Poland', 'Finland', 'Germany', 'Denmark', 'Greece', 'Serbia', 'Croatia', 'Lithuania', 'Ireland', 'United Kingdom', 'Portugal', 'Sweden', 'Norway', 'Slovenia', 'Spain']
nt-3175	0	0	which nations took part in the sailing at the 2008 summer olympics qualification?	table_csv/203_586.csv	True	Nation		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)', '(10, 1)', '(11, 1)', '(12, 1)', '(13, 1)', '(14, 1)', '(15, 1)']	['China', 'Brazil', 'France', 'Great Britain', 'New Zealand', 'Italy', 'Poland', 'Germany', 'Sweden', 'Australia', 'Portugal', 'United States', 'Switzerland', 'Croatia', 'Ireland', 'Austria']
nt-3175	2	0	who were the sailors in the sailing at the 2008 summer olympics - qualification?	table_csv/203_586.csv	True	Sailor		['(0, 4)', '(1, 4)', '(2, 4)', '(3, 4)', '(4, 4)', '(5, 4)', '(6, 4)', '(7, 4)', '(8, 4)', '(9, 4)', '(10, 4)', '(11, 4)', '(12, 4)', '(13, 4)', '(14, 4)', '(15, 4)']	['', 'Robert Scheidt, Bruno Prada', 'Xavier Rohart, Pascal Rambeau', 'Iain Percy, Andrew Simpson', 'Hamish Pepper, Carl Williams', 'Diego Negri, Luigi Viale', 'Mateusz Kusznierewicz, Dominik Zycki', 'Marc Pickel, Ingo Borkowski', 'Fredrik Loof, Anders Ekstrom', 'Iain Murray, Andrew Palfrey', 'Afonso Domingos, Bernardo Santos', 'Mark Reynolds, Hal Haenel', 'Flavio Marazzi, Enrico De Maria', 'Marin Lovrovic, Sinsa Mikulicic', 'Max Treacy, Anthony Shanks', 'Hans Spitzauer, Christian Nehammer']
nt-11738	0	0	what are all the intersecting highways?	table_csv/204_249.csv	True	Interescting highway		['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']	['ND 18 - Cavalier, Larimore', 'PR 243 east - Emerson', 'PR 243 west - Blumenfeld', 'PR 421 east - Sommerfeld', 'PR 201 west - Brown, Windygates, Snowflake', 'PR 201 east - Letellier, Dominion City, Stuartburn', 'PTH 14 - Morden, Winkler, Plum Coulee, Morris  PR 332 north - Lowe Farm, Brunkild, Starbuck']
nt-11738	1	0	what are the listed km values?	table_csv/204_249.csv	True	km		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)']	['0', '3', '5', '10', '14', '18', '25']
nt-11738	2	0	what are all the intersecting highways?	table_csv/204_249.csv	True	Interescting highway		['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)']	['ND 18 - Cavalier, Larimore', 'PR 243 east - Emerson', 'PR 243 west - Blumenfeld', 'PR 421 east - Sommerfeld', 'PR 201 west - Brown, Windygates, Snowflake', 'PR 201 east - Letellier, Dominion City, Stuartburn', 'PTH 14 - Morden, Winkler, Plum Coulee, Morris  PR 332 north - Lowe Farm, Brunkild, Starbuck']
nt-11642	0	0	who are all the players?	table_csv/203_676.csv	True	Player		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']	['Shawn Gifford', 'Kevin Eiben', 'Nick Tsatsaronis', 'Ryan Donnelly', 'Peter Moore', 'Andrew Carter', 'Steven Maheu', 'Kelly Bates']
nt-11642	1	0	who was drafted in the 2001 cfl draft?	table_csv/203_676.csv	True	Player		['(0, 2)', '(1, 2)', '(2, 2)', '(3, 2)', '(4, 2)', '(5, 2)', '(6, 2)', '(7, 2)']	['Shawn Gifford', 'Kevin Eiben', 'Nick Tsatsaronis', 'Ryan Donnelly', 'Peter Moore', 'Andrew Carter', 'Steven Maheu', 'Kelly Bates']
nt-2489	2	0	who are all of the players on the peurto rico islanders?	table_csv/204_618.csv	True	Name		['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)', '(10, 3)', '(11, 3)', '(12, 3)', '(13, 3)', '(14, 3)']	['Nicholas Addlery', 'Jonathan Fana', 'David Foley', 'Hector Ramos', 'Jay Needham', 'Gregory Richardson', 'Josh Hansen', 'Own Goal', 'Richard Martinez', 'Anthony Vazquez', 'Noah Delgado', 'Jarad Van Schaik', 'Tyler Wilson', 'Justin Fojo', 'TOTALS']
ns-602	0	0	when did each locomotive enter service?	table_csv/204_816.csv	True	Entered service		['(0, 3)', '(1, 3)', '(2, 3)', '(3, 3)', '(4, 3)', '(5, 3)', '(6, 3)', '(7, 3)', '(8, 3)', '(9, 3)']	['March 1983', 'August 1983', 'September 1983', 'October 1983', 'December 1983', 'November 1983', 'February 1984', 'April 1984', 'June 1984', 'July 1984']
ns-602	1	0	what were the locomotive names for australian national bl class?	table_csv/204_816.csv	True	Locomotive		['(0, 0)', '(1, 0)', '(2, 0)', '(3, 0)', '(4, 0)', '(5, 0)', '(6, 0)', '(7, 0)', '(8, 0)', '(9, 0)']	['BL26', 'BL27', 'BL28', 'BL29', 'BL30', 'BL31', 'BL32', 'BL33', 'BL34', 'BL35']
nt-7277	0	0	what are all the team names?	table_csv/203_254.csv	True	Team		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)']	['Paulistano', 'Palestra Italia-SP', 'Corinthians', 'Ypiranga-SP', 'AA Sao Bento', 'Santos', 'SC Internacional de Sao Paulo', 'Minas Gerais', 'AA das Palmeiras', 'Mackenzie']
nt-7277	1	0	who where the teams in 1919 brazilian football?	table_csv/203_254.csv	True	Team		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)']	['Paulistano', 'Palestra Italia-SP', 'Corinthians', 'Ypiranga-SP', 'AA Sao Bento', 'Santos', 'SC Internacional de Sao Paulo', 'Minas Gerais', 'AA das Palmeiras', 'Mackenzie']
nt-7277	2	0	what are all the team members?	table_csv/203_254.csv	True	Team		['(0, 1)', '(1, 1)', '(2, 1)', '(3, 1)', '(4, 1)', '(5, 1)', '(6, 1)', '(7, 1)', '(8, 1)', '(9, 1)']	['Paulistano', 'Palestra Italia-SP', 'Corinthians', 'Ypiranga-SP', 'AA Sao Bento', 'Santos', 'SC Internacional de Sao Paulo', 'Minas Gerais', 'AA das Palmeiras', 'Mackenzie']
